page_marker;row_no;material;alias;regime;property;value;unit;effect;source;raw_comment
PAGE 8;463;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Отдел металлографии ОМГ-3;"Для  материала  12X18H10T  при  режиме  закалка  зафиксировано  свойство  «твeрдocть»:  240  HV;  эффект  указан  как  increase."
PAGE 8;464;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Лаборатория термообработки ЛТ-2;Для материала 12Х18Н10Т после режима растворный отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 8;465;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Отдел металлографии ОМГ-3;"Для материала 30ХГСА при режиме отпуск зафиксировано свойство «прочность»: 1560 MPa; эффект указан как increase."
PAGE 8;466;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Отдел металлографии ОМГ-3;"For 30KhGSA, quenching produced hardness = 45 HRC; the reported effect was increase."
PAGE 8;467;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Группа коррозионных испытаний КОР-1;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 8;468;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 8;469;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Отдел металлографии ОМГ-3;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
PAGE 8;470;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Группа коррозионных испытаний КОР-1;"Для  материала  BT6  при  режиме  отжиг  зафиксировано  свойство  «пpочнoсть»:  980  МРа;  эффект  указан  как  increase."
PAGE 8;471;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 1120 MPa; эффект указан как increase."
PAGE 8;472;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Лаборатория термообработки ЛТ-2;"Для материала ВТ6 при режиме старение зафиксировано свойство «твердость»: 348 HV; эффект указан как increase."
PAGE 8;473;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Группа коррозионных испытаний КОР-1;Для материала ВТ6 после режима отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 8;474;7075-T6;Al-Zn-Mg-Cu;старение;прочность;77;ksi;increase;Центр механических испытаний ЦМИ-4;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 77 ksi; эффект указан как increase."
PAGE 8;475;7075-T6;Al-Zn-Mg-Cu;старение;прочность;531;MPa;increase;Отдел металлографии ОМГ-3;"For Al-Zn-Mg-Cu, aging produced ultimate tensile strength = 531 MPa; the reported effect was increase."
PAGE 8;476;7075-T6;Al-Zn-Mg-Cu;растворный отжиг;относительное удлинение;11.5;%;decrease;Отдел металлографии ОМГ-3;"Для материала 7075-T6 при режиме растворный отжиг зафиксировано свойство «относительное удлинение»: 11,5 %; эффект указан как decrease."
PAGE 8;477;12Х18Н10Т;AISI 321;закалка;твердость;210;HV;increase;Отдел металлографии ОМГ-3;"Для  материала  12X18H10T  при  режиме  закалка  зафиксировано  свойство  «твeрдocть»:  210  HV;  эффект  указан  как  increase."
PAGE 8;478;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Центр механических испытаний ЦМИ-4;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 240 HV; эффект указан как increase."
PAGE 8;479;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Центр механических испытаний ЦМИ-4;Для материала 12Х18Н10Т после режима растворный отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 8;480;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Отдел металлографии ОМГ-3;"Для материала 30ХГСА при режиме отпуск зафиксировано свойство «прочность»: 1560 MPa; эффект указан как increase."
PAGE 9;;;;;;;;;;"logical page marker; following rows imitate printed table page"
PAGE 9;481;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Отдел металлографии ОМГ-3;For  Ti-6Al-4V  after  annealing,  corrosion  resistance  was  explicitly  not  measured  in  this  series.
PAGE 9;482;7075-T6;Al-Zn-Mg-Cu;старение;прочность;77;ksi;increase;Центр механических испытаний ЦМИ-4;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 77 ksi; эффект указан как increase."
PAGE 9;483;7075-T6;Al-Zn-Mg-Cu;старение;прочность;531;MPa;increase;Группа коррозионных испытаний КОР-1;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 531 MPa; эффект указан как increase."
PAGE 9;484;7075-T6;Al-Zn-Mg-Cu;растворный отжиг;относительное удлинение;11,5;%;decrease;Лаборатория термообработки ЛТ-2;"Для материала 7075-T6 при режиме растворный отжиг зафиксировано свойство «относительное удлинение»: 11,5 %; эффект указан как decrease."
PAGE 9;485;12Х18Н10Т;AISI 321;закалка;твердость;210;HV;increase;Отдел металлографии ОМГ-3;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 210 HV; эффект указан как increase."
PAGE 9;486;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Центр механических испытаний ЦМИ-4;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 240 HV; эффект указан как increase."
PAGE 9;487;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Группа коррозионных испытаний КОР-1;Для материала 12Х18Н10Т после режима растворный отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 9;488;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Группа коррозионных испытаний КОР-1;"Для  материала  30ХГСА  при  режиме  отпуск  зафиксировано  свойство  «пpочнoсть»:  1560  МРа;  эффект  указан  как  increase."
PAGE 9;489;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Группа коррозионных испытаний КОР-1;"Для материала 30ХГСА при режиме закалка зафиксировано свойство «твердость»: 45 HRC; эффект указан как increase."
PAGE 9;490;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Отдел металлографии ОМГ-3;"For Al-Zn-Mg-Cu, aging produced yield strength = 505 MPa; the reported effect was increase."
PAGE 9;491;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Центр механических испытаний ЦМИ-4;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 9;492;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
PAGE 9;493;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 980 MPa; эффект указан как increase."
PAGE 9;494;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 1120 MPa; эффект указан как increase."
PAGE 9;495;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Группа коррозионных испытаний КОР-1;"Для  материала  BT6  при  режиме  старение  зафиксировано  свойство  «твeрдocть»:  348  HV;  эффект  указан  как  increase."
PAGE 9;496;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Лаборатория термообработки ЛТ-2;Для материала ВТ6 после режима отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 9;497;7075-T6;Al-Zn-Mg-Cu;старение;прочность;77;ksi;increase;Отдел металлографии ОМГ-3;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 77 ksi; эффект указан как increase."
PAGE 9;498;7075-T6;Al-Zn-Mg-Cu;старение;прочность;531;MPa;increase;Отдел металлографии ОМГ-3;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 531 MPa; эффект указан как increase."
PAGE 9;499;7075-T6;Al-Zn-Mg-Cu;растворный отжиг;относительное удлинение;11,5;%;decrease;Группа коррозионных испытаний КОР-1;"For Al-Zn-Mg-Cu, solution treatment produced elongation = 11.5 %; the reported effect was decrease."
PAGE 9;500;12Х18Н10Т;AISI 321;закалка;твердость;210;HV;increase;Отдел металлографии ОМГ-3;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 210 HV; эффект указан как increase."
PAGE 9;501;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Центр механических испытаний ЦМИ-4;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 240 HV; эффект указан как increase."
PAGE 9;502;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Группа коррозионных испытаний КОР-1;Для  материала  12X18H10T  после  peжима  растворный  отжиг  показатель  «коррозионная  стойкость»  явно  не  измерялся  в  данной  серии.
PAGE 9;503;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 30ХГСА при режиме отпуск зафиксировано свойство «прочность»: 1560 MPa; эффект указан как increase."
PAGE 9;504;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Центр механических испытаний ЦМИ-4;"Для материала 30ХГСА при режиме закалка зафиксировано свойство «твердость»: 45 HRC; эффект указан как increase."
PAGE 9;505;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 9;506;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 9;507;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
PAGE 9;508;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Лаборатория термообработки ЛТ-2;"For Ti-6Al-4V, annealing produced ultimate tensile strength = 980 MPa; the reported effect was increase."
PAGE 9;509;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Группа коррозионных испытаний КОР-1;"Для  материала  BT6  при  режиме  отжиг  зафиксировано  свойство  «пpочнoсть»:  1120  МРа;  эффект  указан  как  increase."
PAGE 9;510;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Группа коррозионных испытаний КОР-1;"Для материала ВТ6 при режиме старение зафиксировано свойство «твердость»: 348 HV; эффект указан как increase."
PAGE 9;511;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Центр механических испытаний ЦМИ-4;Для материала ВТ6 после режима отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 9;512;7075-T6;Al-Zn-Mg-Cu;старение;прочность;77;ksi;increase;Отдел металлографии ОМГ-3;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 77 ksi; эффект указан как increase."
PAGE 9;513;7075-T6;Al-Zn-Mg-Cu;старение;прочность;531;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 531 MPa; эффект указан как increase."
PAGE 9;514;7075-T6;Al-Zn-Mg-Cu;растворный отжиг;относительное удлинение;11,5;%;decrease;Центр механических испытаний ЦМИ-4;"Для материала 7075-T6 при режиме растворный отжиг зафиксировано свойство «относительное удлинение»: 11,5 %; эффект указан как decrease."
PAGE 9;515;12Х18Н10Т;AISI 321;закалка;твердость;210;HV;increase;Лаборатория термообработки ЛТ-2;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 210 HV; эффект указан как increase."
PAGE 9;516;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Центр механических испытаний ЦМИ-4;"Для  материала  12X18H10T  при  режиме  закалка  зафиксировано  свойство  «твeрдocть»:  240  HV;  эффект  указан  как  increase."
PAGE 9;517;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Лаборатория термообработки ЛТ-2;For AISI 321 after solution treatment, corrosion resistance was explicitly not measured in this series.
PAGE 9;518;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Отдел металлографии ОМГ-3;"Для материала 30ХГСА при режиме отпуск зафиксировано свойство «прочность»: 1560 MPa; эффект указан как increase."
PAGE 9;519;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Центр механических испытаний ЦМИ-4;"Для материала 30ХГСА при режиме закалка зафиксировано свойство «твердость»: 45 HRC; эффект указан как increase."
PAGE 9;520;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Группа коррозионных испытаний КОР-1;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 9;521;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Отдел металлографии ОМГ-3;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 9;522;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Группа коррозионных испытаний КОР-1;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
PAGE 9;523;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Отдел металлографии ОМГ-3;"Для  материала  BT6  при  режиме  отжиг  зафиксировано  свойство  «пpочнoсть»:  980  МРа;  эффект  указан  как  increase."
PAGE 9;524;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Группа коррозионных испытаний КОР-1;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 1120 MPa; эффект указан как increase."
PAGE 9;525;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Отдел металлографии ОМГ-3;"Для материала ВТ6 при режиме старение зафиксировано свойство «твердость»: 348 HV; эффект указан как increase."
PAGE 9;526;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Лаборатория термообработки ЛТ-2;For Ti-6Al-4V after annealing, corrosion resistance was explicitly not measured in this series.
PAGE 9;527;7075-T6;Al-Zn-Mg-Cu;старение;прочность;77;ksi;increase;Группа коррозионных испытаний КОР-1;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 77 ksi; эффект указан как increase."
PAGE 9;528;7075-T6;Al-Zn-Mg-Cu;старение;прочность;531;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 531 MPa; эффект указан как increase."
PAGE 9;529;7075-T6;Al-Zn-Mg-Cu;растворный отжиг;относительное удлинение;11,5;%;decrease;Центр механических испытаний ЦМИ-4;"Для материала 7075-T6 при режиме растворный отжиг зафиксировано свойство «относительное удлинение»: 11,5 %; эффект указан как decrease."
PAGE 9;530;12Х18Н10Т;AISI 321;закалка;твердость;210;HV;increase;Лаборатория термообработки ЛТ-2;"Для  материала  12X18H10T  при  режиме  закалка  зафиксировано  свойство  «твeрдocть»:  210  HV;  эффект  указан  как  increase."
PAGE 9;531;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Группа коррозионных испытаний КОР-1;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 240 HV; эффект указан как increase."
PAGE 9;532;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Отдел металлографии ОМГ-3;Для материала 12Х18Н10Т после режима растворный отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 9;533;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 30ХГСА при режиме отпуск зафиксировано свойство «прочность»: 1560 MPa; эффект указан как increase."
PAGE 9;534;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Отдел металлографии ОМГ-3;"Для материала 30ХГСА при режиме закалка зафиксировано свойство «твердость»: 45 HRC; эффект указан как increase."
PAGE 9;535;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Центр механических испытаний ЦМИ-4;"For Al-Zn-Mg-Cu, aging produced yield strength = 505 MPa; the reported effect was increase."
PAGE 9;536;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Центр механических испытаний ЦМИ-4;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 9;537;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Группа коррозионных испытаний КОР-1;"Для  материала  15-5PH  при  режиме  отпуск  зафиксировано  свойство  «усталостный  предел»:  640  МРа;  эффект  указан  как  increase."
PAGE 9;538;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Отдел металлографии ОМГ-3;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 980 MPa; эффект указан как increase."
PAGE 9;539;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 1120 MPa; эффект указан как increase."
PAGE 9;540;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Лаборатория термообработки ЛТ-2;"Для материала ВТ6 при режиме старение зафиксировано свойство «твердость»: 348 HV; эффект указан как increase."
PAGE 10;;;;;;;;;;"logical page marker; following rows imitate printed table page"
PAGE 10;541;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Центр механических испытаний ЦМИ-4;"For  30KhGSA,  tempering  produced  ultimate  tensile  strength  =  1560  МРа;  the  reported  effect  was  increase."
PAGE 10;542;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Отдел металлографии ОМГ-3;"Для материала 30ХГСА при режиме закалка зафиксировано свойство «твердость»: 45 HRC; эффект указан как increase."
PAGE 10;543;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Отдел металлографии ОМГ-3;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 10;544;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Центр механических испытаний ЦМИ-4;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 10;545;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
PAGE 10;546;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 980 MPa; эффект указан как increase."
PAGE 10;547;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Отдел металлографии ОМГ-3;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 1120 MPa; эффект указан как increase."
PAGE 10;548;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Лаборатория термообработки ЛТ-2;"Для  материала  BT6  при  режиме  старение  зафиксировано  свойство  «твeрдocть»:  348  HV;  эффект  указан  как  increase."
PAGE 10;549;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Центр механических испытаний ЦМИ-4;Для материала ВТ6 после режима отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 10;550;7075-T6;Al-Zn-Mg-Cu;старение;прочность;77;ksi;increase;Отдел металлографии ОМГ-3;"For Al-Zn-Mg-Cu, aging produced ultimate tensile strength = 77 ksi; the reported effect was increase."
PAGE 10;551;7075-T6;Al-Zn-Mg-Cu;старение;прочность;531;MPa;increase;Отдел металлографии ОМГ-3;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 531 MPa; эффект указан как increase."
PAGE 10;552;7075-T6;Al-Zn-Mg-Cu;растворный отжиг;относительное удлинение;11.5;%;decrease;Группа коррозионных испытаний КОР-1;"Для материала 7075-T6 при режиме растворный отжиг зафиксировано свойство «относительное удлинение»: 11,5 %; эффект указан как decrease."
PAGE 10;553;12Х18Н10Т;AISI 321;закалка;твердость;210;HV;increase;Группа коррозионных испытаний КОР-1;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 210 HV; эффект указан как increase."
PAGE 10;554;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Центр механических испытаний ЦМИ-4;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 240 HV; эффект указан как increase."
PAGE 10;555;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Лаборатория термообработки ЛТ-2;Для  материала  12X18H10T  после  peжима  растворный  отжиг  показатель  «коррозионная  стойкость»  явно  не  измерялся  в  данной  серии.
PAGE 10;556;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 30ХГСА при режиме отпуск зафиксировано свойство «прочность»: 1560 MPa; эффект указан как increase."
PAGE 10;557;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Группа коррозионных испытаний КОР-1;"Для материала 30ХГСА при режиме закалка зафиксировано свойство «твердость»: 45 HRC; эффект указан как increase."
PAGE 10;558;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Отдел металлографии ОМГ-3;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 10;559;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Группа коррозионных испытаний КОР-1;"For 15-5PH, aging produced hardness = 42 HRC; the reported effect was increase."
PAGE 10;560;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
PAGE 10;561;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Группа коррозионных испытаний КОР-1;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 980 MPa; эффект указан как increase."
PAGE 10;562;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Лаборатория термообработки ЛТ-2;"Для  материала  BT6  при  режиме  отжиг  зафиксировано  свойство  «пpочнoсть»:  1120  МРа;  эффект  указан  как  increase."
PAGE 10;563;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Центр механических испытаний ЦМИ-4;"Для материала ВТ6 при режиме старение зафиксировано свойство «твердость»: 348 HV; эффект указан как increase."
PAGE 10;564;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Лаборатория термообработки ЛТ-2;Для материала ВТ6 после режима отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 10;565;7075-T6;Al-Zn-Mg-Cu;старение;прочность;77;ksi;increase;Центр механических испытаний ЦМИ-4;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 77 ksi; эффект указан как increase."
PAGE 10;566;7075-T6;Al-Zn-Mg-Cu;старение;прочность;531;MPa;increase;Отдел металлографии ОМГ-3;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 531 MPa; эффект указан как increase."
PAGE 10;567;7075-T6;Al-Zn-Mg-Cu;растворный отжиг;относительное удлинение;11.5;%;decrease;Группа коррозионных испытаний КОР-1;"Для материала 7075-T6 при режиме растворный отжиг зафиксировано свойство «относительное удлинение»: 11,5 %; эффект указан как decrease."
PAGE 10;568;12Х18Н10Т;AISI 321;закалка;твердость;210;HV;increase;Лаборатория термообработки ЛТ-2;"For AISI 321, quenching produced hardness = 210 HV; the reported effect was increase."
PAGE 10;569;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Центр механических испытаний ЦМИ-4;"Для  материала  12X18H10T  при  режиме  закалка  зафиксировано  свойство  «твeрдocть»:  240  HV;  эффект  указан  как  increase."
PAGE 10;570;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Группа коррозионных испытаний КОР-1;Для материала 12Х18Н10Т после режима растворный отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 10;571;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 30ХГСА при режиме отпуск зафиксировано свойство «прочность»: 1560 MPa; эффект указан как increase."
PAGE 10;572;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Отдел металлографии ОМГ-3;"Для материала 30ХГСА при режиме закалка зафиксировано свойство «твердость»: 45 HRC; эффект указан как increase."
PAGE 10;573;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 10;574;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 10;575;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
PAGE 10;576;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Отдел металлографии ОМГ-3;"Для  материала  BT6  при  режиме  отжиг  зафиксировано  свойство  «пpочнoсть»:  980  МРа;  эффект  указан  как  increase."
PAGE 10;577;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Центр механических испытаний ЦМИ-4;"For Ti-6Al-4V, annealing produced ultimate tensile strength = 1120 MPa; the reported effect was increase."
PAGE 10;578;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Группа коррозионных испытаний КОР-1;"Для материала ВТ6 при режиме старение зафиксировано свойство «твердость»: 348 HV; эффект указан как increase."
PAGE 10;579;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Лаборатория термообработки ЛТ-2;Для материала ВТ6 после режима отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 10;580;7075-T6;Al-Zn-Mg-Cu;старение;прочность;77;ksi;increase;Центр механических испытаний ЦМИ-4;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 77 ksi; эффект указан как increase."
PAGE 10;581;7075-T6;Al-Zn-Mg-Cu;старение;прочность;531;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 531 MPa; эффект указан как increase."
PAGE 10;582;7075-T6;Al-Zn-Mg-Cu;растворный отжиг;относительное удлинение;11.5;%;decrease;Отдел металлографии ОМГ-3;"Для материала 7075-T6 при режиме растворный отжиг зафиксировано свойство «относительное удлинение»: 11,5 %; эффект указан как decrease."
PAGE 10;583;12Х18Н10Т;AISI 321;закалка;твердость;210;HV;increase;Лаборатория термообработки ЛТ-2;"Для  материала  12X18H10T  при  режиме  закалка  зафиксировано  свойство  «твeрдocть»:  210  HV;  эффект  указан  как  increase."
PAGE 10;584;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Группа коррозионных испытаний КОР-1;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 240 HV; эффект указан как increase."
